X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.143968637021,34.0902008072952,1419,211,,Health and Mental Health,Hospitals and Medical Centers,,,Alhambra Hospital Medical Center,100 S. Raymond Ave.,,Alhambra,CA,"Hospital is open 24 hours
Other services available Monday through Friday, 9:00am to 5:00pm.","Information Service/Intake (626) 443-2584
Service/Intake (626) 570-1606
FAX (626) 570-8825, Wellness Program Application and 

",www.alhambrahospital.com,144 beds,,1314,"Alhambra Hospital Medical Center, a 144-bed general acute care hospital, is located at the gateway to the San Gabriel Valley. Fully accredited by the Joint Commission on Accreditation of Healthcare Organizations (JCAHO), we are dedicated to providing prompt, personalized, high-quality healthcare in a friendly, comfortable environment.",91801,http://egis3.lacounty.gov/lms/?p=1314,publish,34.09020084,-118.14396858,2016/01/20 14:53:01+00,info@alhambrahospital.com,,6518080.2960678,1855237.42792498
-118.143968637021,34.0902008072952,1424,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Alhambra Hospital Medical Center,100 S. Raymond Ave.,,Alhambra,CA,"Hospital is open 24 hours
Other services available Monday through Friday, 9:00am to 5:00pm.","Information Service/Intake (626) 443-2584
Service/Intake (626) 570-1606
FAX (626) 570-8825, Wellness Program Application and 

",www.alhambrahospital.com,144 beds,,1314,"Alhambra Hospital Medical Center, a 144-bed general acute care hospital, is located at the gateway to the San Gabriel Valley. Fully accredited by the Joint Commission on Accreditation of Healthcare Organizations (JCAHO), we are dedicated to providing prompt, personalized, high-quality healthcare in a friendly, comfortable environment.",91801,http://egis3.lacounty.gov/lms/?p=1314,publish,34.09020084,-118.14396858,2016/01/20 14:53:01+00,info@alhambrahospital.com,,6518080.2960678,1855237.42792498
-118.36025195645,34.0571448669895,1428,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Olympia Medical Center,5900 W. Olympic Blvd.,,Los Angeles,CA,"Monday through Friday, 9:00am to 5:00pm.","Service/Intake (310) 657-5900,  FAX (323) 932-5163

",http://www.olympiamc.com,,,1315,"Olympia Medical Center is an Alecto Healthcare Hospital located in the heart of Los Angeles. Our medical facility has been providing medical care to nearby communities since 1948. Services at our 204-bed acute care hospital include comprehensive inpatient and outpatient services, diagnostic imaging and award winning 24-hour emergency care. We are dedicated to clinical excellence and delivering health care services in a patient-centered, community focused environment.

&nbsp;",90036,http://egis3.lacounty.gov/lms/?p=1315,publish,34.0571449,-118.3602519,2016/01/26 17:38:42+00,,,6452552.27915822,1843372.05926731
-117.944675757499,34.0632471675608,1433,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Citrus Valley Health Partners,Citrus Valley Health Partners - Citrus Valley Medical Center - Queen Of The Valley Campus,1115 S. Sunset Ave.,,West Covina,CA,24 hours a day,"Switchboard Service/Intake (626) 962-4011.
Breast Pump Rentals Service/Intake (626) 814-2446, Community Health Education Service/Intake (888) 456-2847, Breastfeeding Classes Service/Intake (626) 814-2479, Childbirth Education Programs Service/Intake (877",http://www.cvhp.org/Our-Facilities/Queen-of-the-Valley.aspx,,,1316,"<a href=""http://www.cvhp.org/Our-Facilities/Queen-of-the-Valley.aspx"">Queen of the Valley Hospital</a> in West Covina is renowned for its family-centered maternity services and Level IIIB Newborn Intensive Care Unit (NICU). This campus also offers The Geleris Family Cancer Center, a Robotic Surgery Program and a full range of rehabilitation services, including speech, occupational and physical therapy for children and adults.",91790,http://egis3.lacounty.gov/lms/?p=1316,publish,34.0632472,-117.9446757,2016/01/22 10:22:39+00,,,6578426.5257688,1845401.88263547
-118.10580045671,34.1012213064823,1441,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,San Gabriel Valley Medical Center,438 W. Las Tunas Dr.,,San Gabriel,CA,24 hours a day 7 days at week,"Breastfeeding Service/Intake (626) 457-3277, Sexual Assault Crisis Line Hotline/Talkline/Warmline (626) 943-3716,  Service/Intake and Administration (626) 289-5454

",http://www.sgvmc.org,,,1318,Our approach to care is simple: We treat our patients in the way we want our loved ones to be treated – with compassion and respect. This philosophy has guided the employees and physicians of San Gabriel Valley Medical Center since our opening over 50 years ago.,91776,http://egis3.lacounty.gov/lms/?p=1318,publish,34.10122134,-118.1058004,2016/01/27 15:59:32+00,,,6529640.86841905,1859233.63515565
-118.486709555552,34.0271792365212,1442,211,,Health and Mental Health,Hospitals and Medical Centers,,,Santa Monica - UCLA Medical Center,1250 16th St,,Santa Monica,CA,24 hour emergency services,"Service/Intake and Administration (310) 319-4000, Health Education Service/Intake (310) 319-4947, Physician Referral/pre-registration Service/Intake (800) 825-2631, The BirthPlace Service/Intake (424) 259-8250

main operator at (424) 259-6000
Call the ",https://www.uclahealth.org/Santa-Monica/Pages/default.aspx,,,1319,The medical center provides hospital services primarily for people who live in the West Los Angeles and Santa Monica area.,90404,http://egis3.lacounty.gov/lms/?p=1319,publish,34.02717927,-118.4867095,2016/01/27 16:16:31+00,,,6414196.52056806,1832628.47642381
-118.295733385708,33.788815437571,1448,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Kaiser Permanente,Kaiser Permanente - South Bay Medical Center,25825 S. Vermont Ave.,,Harbor City,CA,"24 hours a day

After-hours care - Pediatrics:
Monday - Friday, 6pm to 8:30pm
Saturday, Sunday and holidays, 9am to 4:30pm

Advice/Same-day appointments: 1-800-780-1230 (toll free)
","AIDS Drug Assistance Program - Mike Humble Service/Intake (310) 517-2935, Advice/Appointments/Cancellations/Messages Service/Intake (800) 780-1230, Bereavement Support Groups Service/Intake (562) 622-4317,  Emergency (310) 325-5111, Emergency Services TDD",https://thrive.kaiserpermanente.org/care-near-you/southern-california/south-bay,,,1321,"The medical centers provides 24 hour emergency services, bereavement support groups, health education and safe havens for abandoned newborns.",90710,http://egis3.lacounty.gov/lms/?p=1321,publish,33.78881547,-118.29573333,2016/01/25 09:55:47+00,,,6471807.1917638,1745657.47549739
-118.374611796208,34.0386420571672,1451,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Kaiser Permanente,Kaiser Permanente - West Los Angeles Medical Center,6041 Cadillac Ave.,,Los Angeles,CA,"24 hours, 7 days a week

Urgent Care:
 Monday – Friday, 9am to 9pm
 Weekends, 8am to 9pm

Pediatric After-Hours Care:
Monday – Friday, 5pm to 8:30pm
 Weekends and holidays, 9am to 6:30pm
","AIDS Drug Assistance Program Service/Intake (323) 857-2165, HIV Clinical Trials Service/Intake (323) 857-4348,  Emergency (323) 857-2631, Advice/Appointments/Cancellations/Messages Service/Intake (800) 954-8000, General Information Service/Intake (323) 85",https://thrive.kaiserpermanente.org/care-near-you/southern-california/west-los-angeles/,,,1322,"The medical centers provides 24 hour emergency services, bereavement support groups, health education and safe havens for abandoned newborns.",90034,http://egis3.lacounty.gov/lms/?p=1322,publish,34.03864209,-118.37461174,2016/01/25 10:01:37+00,,,6448177.69866855,1836654.47132456
-118.429999406102,34.2185803467486,1453,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Kaiser Permanente,Kaiser Permanente - Panorama City Medical Center,13652 Cantara St.,,Panorama City,CA,"24 hours, 7 days a week

Adult Urgent Care:
 Monday - Friday, 8:30am to 9pm
 Weekends, 9am to 8:30pm

Pediatric Urgent Care:
 Monday - Friday, 5pm to 9pm
 Weekends, 9am to 4:30pm
","HIV Services Service/Intake (818) 375-3411, Appointments/Information Service/Intake (888) 778-5000,  Emergency (818) 375-3000, Emergency Services TDD (818) 375-4400, General Information Service/Intake (818) 375-2000

",https://thrive.kaiserpermanente.org/care-near-you/southern-california/panorama-city/,,,1323,"The medical centers provides 24 hour emergency services, bereavement support groups, health education and safe havens for abandoned newborns.",91402,http://egis3.lacounty.gov/lms/?p=1323,publish,34.21858038,-118.42999935,2016/01/25 09:50:35+00,,,6431677.64997581,1902203.91929364
-118.29509502673,34.098532456592,1457,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Kaiser Permanente,Kaiser Permanente - Los Angeles Medical Center,4867 Sunset Blvd.,,Los Angeles,CA,"24 hours, 7 days a week
Urgent Care:
8am to 9pm, 7 days a week 

September 1, 2015 New Hours:
 8am to 10pm, 7 days a week

Advice Nurse
800-290-5000
7am to 7pm, every day

","Main Number/Appointments Service/Intake and Administration (800) 954-8000, AIDS Drug Assistance Program Service/Intake (323) 783-4148,  Emergency (323) 783-4011, Bereavement Services Program Service/Intake (323) 783-4977, Emergency TDD (323) 660-0768

",https://thrive.kaiserpermanente.org/care-near-you/southern-california/los-angeles,,,1325,"The medical centers provides 24 hour emergency services, bereavement support groups, health education and safe havens for abandoned newborns.",90027,http://egis3.lacounty.gov/lms/?p=1325,publish,34.09853249,-118.29509497,2016/01/25 09:43:57+00,,,6472332.06013663,1858369.39147732
-118.53299444571,34.220347386662,3776,HSIP Freedom Airports_Heliports,CA86,Health and Mental Health,Hospitals and Medical Centers,,US Geological Survey (USGS) & LA County,Northridge Hospital Medical Center,18300 Roscoe Blvd.,,Northridge,CA,24 hour emergency services,"For more information, please call 818.885.8500. To find a physician, please call 818.908.8677",http://www.dignityhealth.org/northridgehospital/,01818.41*H,864,4585,"<span style=""font-family: Calibri"">Nobody knows when an emergency will arise—so it is important to know where to go for the right care. Our Emergency Room has been addressing the emergent needs of our community for nearly 60 years, treating more than 50,000 patients every year. We are here for you 24/7, and we know how to quickly get you the care you need.</span>
<h2 class=""auto-style123""></h2>",91328,http://egis3.lacounty.gov/lms/?p=4585,publish,34.22034742,-118.53299439,2016/02/01 16:24:56+00,,,6400544.99537772,1902996.11587198
-118.53299444571,34.220347386662,3778,HSIP Freedom Airports_Heliports,CA86,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,US Geological Survey (USGS) & LA County,Northridge Hospital Medical Center,18300 Roscoe Blvd.,,Northridge,CA,24 hour emergency services,"For more information, please call 818.885.8500. To find a physician, please call 818.908.8677",http://www.dignityhealth.org/northridgehospital/,01818.41*H,864,4585,"<span style=""font-family: Calibri"">Nobody knows when an emergency will arise—so it is important to know where to go for the right care. Our Emergency Room has been addressing the emergent needs of our community for nearly 60 years, treating more than 50,000 patients every year. We are here for you 24/7, and we know how to quickly get you the care you need.</span>
<h2 class=""auto-style123""></h2>",91328,http://egis3.lacounty.gov/lms/?p=4585,publish,34.22034742,-118.53299439,2016/02/01 16:24:56+00,,,6400544.99537772,1902996.11587198
-118.53299444571,34.220347386662,3779,HSIP Freedom Airports_Heliports,CA86,Health and Mental Health,Hospitals and Medical Centers,Acute Care,US Geological Survey (USGS) & LA County,Northridge Hospital Medical Center,18300 Roscoe Blvd.,,Northridge,CA,24 hour emergency services,"For more information, please call 818.885.8500. To find a physician, please call 818.908.8677",http://www.dignityhealth.org/northridgehospital/,01818.41*H,864,4585,"<span style=""font-family: Calibri"">Nobody knows when an emergency will arise—so it is important to know where to go for the right care. Our Emergency Room has been addressing the emergent needs of our community for nearly 60 years, treating more than 50,000 patients every year. We are here for you 24/7, and we know how to quickly get you the care you need.</span>
<h2 class=""auto-style123""></h2>",91328,http://egis3.lacounty.gov/lms/?p=4585,publish,34.22034742,-118.53299439,2016/02/01 16:24:56+00,,,6400544.99537772,1902996.11587198
-118.486725855651,34.1571836266819,24407,LA County Department of Health Services,1732851,Health and Mental Health,Hospitals and Medical Centers,,LA County,Encino Hospital Medical Center,16237 Ventura Boulevard,,Encino,ca,,(818) 995-5000 ,http://www.encinomed.org/,,,26744,"<strong>Encino Hospital Medical Center (EHMC)</strong> is a 150-bed nonprofit Prime Healthcare hospital located in Encino, California. It is staffed with 330 physicians and 420 professional support staff. Servicing the greater San Fernando Valley, Encino Hospital provides 24/7 emergency services in addition to a wide range of highly specialized medical, surgical and diagnostic services. Their state-of-the-art geriatric services include a geriatric Senior ER, Comprehensive Senior Care Program, Geriatric Inpatient Wing, and Gero-Psychiatric Inpatient Services. Attracting many world-class physicians, their professional clinical teams use an interdisciplinary approach to ensure comprehensive care for each patient.",91436,http://egis3.lacounty.gov/lms/?p=26744,publish,34.15718366,-118.4867258,2016/02/04 11:34:58+00,,,6414420.66939797,1879939.0022094
-118.486725855651,34.1571836266819,24408,LA County Department of Health Services,1732851,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,LA County,Encino Hospital Medical Center,16237 Ventura Boulevard,,Encino,ca,,(818) 995-5000 ,http://www.encinomed.org/,,,26744,"<strong>Encino Hospital Medical Center (EHMC)</strong> is a 150-bed nonprofit Prime Healthcare hospital located in Encino, California. It is staffed with 330 physicians and 420 professional support staff. Servicing the greater San Fernando Valley, Encino Hospital provides 24/7 emergency services in addition to a wide range of highly specialized medical, surgical and diagnostic services. Their state-of-the-art geriatric services include a geriatric Senior ER, Comprehensive Senior Care Program, Geriatric Inpatient Wing, and Gero-Psychiatric Inpatient Services. Attracting many world-class physicians, their professional clinical teams use an interdisciplinary approach to ensure comprehensive care for each patient.",91436,http://egis3.lacounty.gov/lms/?p=26744,publish,34.15718366,-118.4867258,2016/02/04 11:34:58+00,,,6414420.66939797,1879939.0022094
-118.239223686734,34.0650381171945,24779,HSIP Freedom Gnis_structures,1660655,Health and Mental Health,Hospitals and Medical Centers,,PAMC,Pacific Alliance Medical Center,531 W College Street,,Los Angeles,CA,,(213) 624-8411,http://www.pamc.net/,,,27134,"At Pacific Alliance Medical Center (PAMC), we want to be the hospital you choose to care for you and your family. That is why we're focusing on what really matters: easy access to medical services and excellent, high quality care.",90012,http://egis3.lacounty.gov/lms/?p=27134,publish,34.06503815,-118.23922363,2016/01/26 17:52:33+00,,,6489217.73535472,1846135.24402964
-118.138314656758,34.0494129671338,24800,HSIP Freedom Gnis_structures,1732541,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,AHMC Healthcare,Monterey Park Hospital,900 South Atlantic Blvd. ,,Monterey Park,CA,"Monterey Park Hospital is open 24 hours a day, 7 days a week, with two main entrances.

Visiting Hours:
8:00am to 8:00pm
","Phone: 626.570.9000 

",http://www.montereyparkhosp.com/Contact-Us.aspx,,,27162,"Monterey Park Hospital has provided the community with advanced medical and culturally sensitive healthcare services for over 40 years. We have a wide range of services including emergency care, diagnostic services, maternity, inpatient and outpatient surgery, and a Urology program. Physicians, nurses, and staff are dedicated to providing quality, professional, and compassionate medical care.",91754,http://egis3.lacounty.gov/lms/?p=27162,publish,34.049413,-118.1383146,2016/01/25 17:00:38+00,,,6519771.75233056,1840391.5616194
-118.201557056641,34.0620498665223,24808,HSIP Freedom Gnis_structures,1732731,Health and Mental Health,Hospitals and Medical Centers,,LA County,Keck Medicine of USC,1500 San Pablo Street,,Los Angeles,CA,"Center Hours
 Monday - Friday 
 8:00am - 5:00pm",1-800-872-2273,http://www.keckmedicine.org/,,,27173,"USC University Hospital is a private, 293-bed research and teaching hospital staffed by the faculty of the renowned Keck School of Medicine of USC. Opened in May 1991, this beautiful, modern facility is owned by Tenet Corporation and is located in the Richard K. Eamer Medical Plaza, part of the USC Health Sciences Campus, just a few miles east of downtown Los Angeles. USC University Hospital provides medical expertise and sophisticated technology combined with a personalized approach to health care.",90033,http://egis3.lacounty.gov/lms/?p=27173,publish,34.0620499,-118.201557,2016/01/28 16:47:22+00,,,6500623.46221514,1845022.75216015
-118.378479756341,33.9899776669738,25167,HSIP Freedom Gnis_structures,1660298,Health and Mental Health,Hospitals and Medical Centers,,LA County,Kindred Hospital - Los Angeles,5525 W Slauson Ave,,Los Angeles,CA,,"(310) 642-0325


",http://www.kindredhospitalla.com/patients-and-families/,,,27552,Kindred Hospitals are a part of Kindred Healthcare’s nationwide network of transitional care hospitals and inpatient rehabilitation hospitals. We are a specialty hospital providing long-term acute care to medically complex patients who require continued care and extended recovery time.,90056,http://egis3.lacounty.gov/lms/?p=27552,publish,33.9899777,-118.3784797,2016/01/25 10:22:06+00,,,6446939.18146056,1818949.03199798
-118.212808746944,34.0396592167366,25788,HSIP Freedom Gnis_structures,1732699,Health and Mental Health,Hospitals and Medical Centers,,Promise Hospital,Promise Hospital of East Los Angeles,443 South Soto Street,,Los Angeles,CA,24 hours 7 days at week,(323) 261-1181 ‎ ,http://www.promiseeastla.com/,,,28183,"Our hospital is like any other hospital except our patients require and receive specialized care and extensive therapy over an extended period of time. We are certified by Medi-cal and state licensed as a long-term acute care hospital for patients requiring extended hospitalization. We are also Joint Commission accredited, having met the standards for providing quality patient care. Patients are admitted, with a physician’s referral, from almost any healthcare setting.",90033,http://egis3.lacounty.gov/lms/?p=28183,publish,34.03965925,-118.21280869,2016/01/27 11:21:36+00,,,6497198.34439348,1836881.40098882
-118.186743556181,33.808107267285,26252,HSIP Freedom Gnis_structures,2130123,Health and Mental Health,Hospitals and Medical Centers,,Memorial Care System,Miller Children's Hospital,2801 Atlantic Avenue,,Long Beach,CA,,"(562) 933-KIDS (5437)

",http://www.millerchildrenshospitallb.org,,,28672,"Miller Children’s &amp; Women's Hospital Long Beach provides specialized pediatric care for children and young adults, with conditions ranging from common to complex — as well as maternity care for expectant mothers — all under one roof. Only five percent of all hospitals are children’s hospitals, making them unique not only to children’s health care needs in the community, but across the region. Miller Children’s is one of only eight free-standing children’s hospitals in California.",90806,http://egis3.lacounty.gov/lms/?p=28672,publish,33.8081073,-118.1867435,2016/01/25 14:55:11+00,,,6504938.42963505,1752598.80807139
-117.91700735735,34.0872312667962,26433,HSIP Freedom Gnis_structures,1724329,Health and Mental Health,Hospitals and Medical Centers,,LA County,Covina Valley Community Hospital,,,,,,,,,,28871,,,http://egis3.lacounty.gov/lms/?p=28871,publish,34.0872313,-117.9170073,2016/01/22 12:33:52+00,,,6586799.30889197,1854135.91700464
-117.871319457094,34.1328846671193,26522,HSIP Freedom Gnis_structures,2084607,Health and Mental Health,Hospitals and Medical Centers,,LA County,Foothill Presbyterian Hospital,250 South Grand Avenue,,Glendora,CA,Visiting Hours: 10am - 8pm,"(626) 963-8411

",http://www.cvhp.org/Our-Facilities/Foothill-Presbyterian.aspx,,,28964,"Fully accredited with 105 beds, the nonprofit <strong>Foothill Presbyterian Hospital</strong> has proudly served the communities of Glendora, Azusa, La Verne and San Dimas since 1973.

&nbsp;",91741,http://egis3.lacounty.gov/lms/?p=28964,publish,34.1328847,-117.8713194,2016/01/22 15:34:58+00,,,6600611.66348505,1870764.59273672
-118.446313655817,34.0664432665798,60988,LA County Department of Health Services,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,UCLA Medical Center,Ronald Reagan UCLA Medical Center,757 Westwood Plaza,,Los Angeles,CA,24 hours,"(310) 825-9111 Hospital Information 
 (310) 825-8611 Patient Information Operator 
 (310) 825-2111 Emergency Department ",https://www.uclahealth.org/Pages/Home.aspx,,,62723,"Ronald Reagan UCLA Medical Center is comprised of spacious private patient rooms clustered around specialized nursing units. Patients benefit from an abundance of natural light and a sense of plentiful space with views through large windows that overlook gardens, green spaces and gathering places.",90095,http://egis3.lacounty.gov/lms/?p=62723,publish,34.0664433,-118.4463136,2016/01/27 15:10:27+00,,,6426499.90770663,1846860.47683114
-118.144784027639,34.583227695881,60993,LA County Department of Health Services,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Palmdale Regional Medical Center,38600 Medical Center Drive,,Palmdale,CA,24 hours,"(661) 382-5000

",http://www.palmdaleregional.com,,,62859,"Palmdale Regional Medical Center is an exceptional acute-care hospital and medical center that serves the Antelope Valley and surrounding areas. We are a thriving community hospital, proud to offer the ""high-tech"" advantages of a big-city hospital and the personalized care of a hometown provider.",93551,http://egis3.lacounty.gov/lms/?p=62859,publish,34.58322773,-118.14478397,2016/02/05 09:43:22+00,,,6518091.84656964,2034659.97065398
-117.986452456968,34.0655015673043,61432,LA County Department of Health Services,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Kaiser Foundation ,Kaiser Permanente Hospital-Baldwin Park,1011 Baldwin Park Blvd ,,Baldwin Park,CA,"Urgent Care:
 Monday – Friday, 8:30am to 9pm
 Weekends, 8:30am to 8pm
Advice

800-780-1277
7am to 7pm, every day
No appointment needed
Advice after hours

888-576-6225
7pm to 7am, every day
No appointment needed


",1-800-780-1277,https://thrive.kaiserpermanente.org/care-near-you/southern-california/baldwin-park/emergency-and-urgent-care/,,,63761,"Permanente Baldwin Park Medical Center is a general medical and surgical hospital in Baldwin Park, CA, with 254 beds. Survey data for the latest year available shows that 74,935 patients visited the hospital's emergency room. The hospital had a total of 12,688 admissions. Its physicians performed 3,407 inpatient and 8,801 outpatient surgeries.",91706,http://egis3.lacounty.gov/lms/?p=63761,publish,34.0655016,-117.9864524,2016/02/04 14:11:16+00,,,6565773.41065514,1846217.96663323
-118.128948266627,33.9190401770415,61453,LA County Department of Health Services,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Kaiser Permanente Downey Medical Center,9333 Imperial Highway,,Downey,ca,"24 hours, 7 days a week

Urgent Care:
8:30am to 10pm, 7 days a week
","562-657-9000

Urgent Care
800-823-4040

Advice Nurse
800-290-5000

Advice after hours
888-576-6225

",https://thrive.kaiserpermanente.org/care-near-you/southern-california/downey/,,,63814,"Combining cutting-edge technology with a focus on prevention, Kaiser Permanente Downey puts you and your health at the heart of everything we do to help you get healthy, stay healthy, and thrive.",90242,http://egis3.lacounty.gov/lms/?p=63814,publish,33.91904021,-118.12894821,2016/01/25 10:11:05+00,,,6522548.17623964,1792942.43670157
-117.746915877914,34.0970976273089,61785,,,Health and Mental Health,Hospitals and Medical Centers,,Casa Colina ,Casa Colina Centers for Rehabilitation,255 East Bonita Avenue,,Pomona,Ca,Require a referral by a physician or an evaluation by a Casa Colina physician or nurse liaison only,866-724-4127,http://www.casacolina.org/,,,67934,"Casa Colina <strong>Inpatient Services</strong> are provided in a state-of-the-art hospital for a wide range of medical conditions that include brain injuries, spinal cord injuries, stroke, orthopedic conditions, respiratory disorders, multiple trauma, neurological diseases, wounds and burns, dignity and self-esteem. The <strong>Outpatient Center</strong> offer a wide range of services are offered including physical therapy, occupational therapy, speech language pathology, and neuropsychology.",91767,http://egis3.lacounty.gov/lms/?p=67934,publish,34.09709766,-117.74691582,2016/01/15 15:27:20+00,,,6638291.41916214,1857812.55958572
-117.746915877914,34.0970976273089,61786,,,Health and Mental Health,Hospitals and Medical Centers,Rehabilitation,Casa Colina ,Casa Colina Centers for Rehabilitation,255 East Bonita Avenue,,Pomona,Ca,Require a referral by a physician or an evaluation by a Casa Colina physician or nurse liaison only,866-724-4127,http://www.casacolina.org/,,,67934,"Casa Colina <strong>Inpatient Services</strong> are provided in a state-of-the-art hospital for a wide range of medical conditions that include brain injuries, spinal cord injuries, stroke, orthopedic conditions, respiratory disorders, multiple trauma, neurological diseases, wounds and burns, dignity and self-esteem. The <strong>Outpatient Center</strong> offer a wide range of services are offered including physical therapy, occupational therapy, speech language pathology, and neuropsychology.",91767,http://egis3.lacounty.gov/lms/?p=67934,publish,34.09709766,-117.74691582,2016/01/15 15:27:20+00,,,6638291.41916214,1857812.55958572
-117.737780456933,34.0107516173994,62268,211,,Health and Mental Health,Hospitals and Medical Centers,,,Pomona Valley Health Center - Crossroads,3110 Chino Ave,Suite 150,Chino Hills,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake and Administration (909) 630-7829
909-630-7868: Urgent Care, Occupational Medicine
909-630-7490: Family Medicine, Women’s Health, Sports Medicine, Geriatric Medicine
909-630-7492: Digital Radiology
",http://chinovalleychamber.chambermaster.com/list/member/pomona-valley-health-center-crossroads-2727,,,70029,"PVHC at Chino Hills Crossroads offers friendly healthcare for your whole family, delivered by our team of Premier Family Medicine Associates physicians. You’ll also enjoy the convenience of on-site digital radiology and a high-quality urgent care center that serves your health needs 365 days a year. Plus, employers who need prompt and dependable care for injured workers can trust the expert services provided by our occupational medicine team. It’s all provided right here under one roof at PVHC Chino Hills Crossroads.",91709,http://egis3.lacounty.gov/lms/?p=70029,publish,34.01075165,-117.7377804,2016/02/05 10:01:56+00,,,6641139.13164255,1826396.76349357
-118.216237356492,33.7957400474526,63254,211,,Health and Mental Health,Hospitals and Medical Centers,,,City Of Long Beach Department Of Health And Human Services - West Facilities Center,2125 Santa Fe Ave,,Long Beach,CA,"Monday through Friday, 8:30am to 5:00pm. ","Westside Neighborhood Clinic Service/Intake (562) 432-9575, West Child Development Center Service/Intake (562) 436-5166, West Child Development Ctr Service/Intake (562) 436-5166, Medi-Cal Prenatal Clinic Service/Intake (562) 432-9575, WIC Service/Intake (",www.longbeach.gov/health,,,70593,This is the public health agency for the city of Long Beach.,90810,http://egis3.lacounty.gov/lms/?p=70593,publish,33.79574008,-118.2162373,2010/11/01 11:50:56+00,,,6495968.66575047,1748116.01027848
-118.147218057604,34.697675545791,63319,211,,Health and Mental Health,Hospitals and Medical Centers,,,Tarzana Family Medical Clinic - Lancaster,907 W Lancaster Blvd,,Lancaster,CA,"Monday through Friday, 8:00am to 4:00pm. ","Healthy Kids Enrollment Service/Intake (661) 726-2630 Ext.4333,  Service/Intake (661) 723-4829, Antelope Valley Clinics Service/Intake (661) 729-9000",www.tarzanatc.org,,,70630,"The center provides domestic violence services, health services, HIV/AIDS services, mental health services for adults, residential treatment for substance abuse, shelter, substance abuse services, and welfare-to-work support services for people of all ages who live in Los Angeles and Ventura Counties.",93534,http://egis3.lacounty.gov/lms/?p=70630,publish,34.69767558,-118.147218,2010/11/01 11:50:56+00,,,6517420.22947456,2076311.80598532
-118.280345956321,34.0726655364713,63383,211,,Health and Mental Health,Hospitals and Medical Centers,,,Queenscare Family Clinics - Echo Park,150 N Reno St,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:30pm; Saturday, 9:00am to 1:00pm; No Dental or Optometry Services on Saturday. ","Administrative (213) 380-7298, ENERGY Pediatric Weight Management Program Service/Intake (213) 380-7361, Referrals to all clinics Service/Intake (800) 454-1800",www.queenscarefamilyclinics.org/,,,70648,The clinics provide health services for low-income people who live in Los Angeles County and weight management program for eligible youth age 6 to 17 who live the Echo Park area of Los Angeles.,90026,http://egis3.lacounty.gov/lms/?p=70648,publish,34.07266557,-118.2803459,2010/11/01 11:50:56+00,,,6476770.98859473,1848943.18526414
-118.178423756232,34.0373764567479,63393,211,,Health and Mental Health,Hospitals and Medical Centers,,,Queenscare Family Clinics - East Los Angeles,133 N Sunol Dr,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm. ","Administrative (323) 981-1660, Referrals to all clinics Service/Intake (800) 454-1800",http://www.queenscarefamilyclinics.org/,,,70651,The clinics provide health services for low-income people who live in Los Angeles County and weight management program for eligible youth age 6 to 17 who live the Echo Park area of Los Angeles.,90063,http://egis3.lacounty.gov/lms/?p=70651,publish,34.03737649,-118.1784237,2016/02/05 10:05:08+00,,,6507614.04797147,1836030.38858323
-118.214684896133,34.0725923772847,63510,211,,Health and Mental Health,Hospitals and Medical Centers,,,Lincoln Heights Senior Citizen Center,2323 Workman St,,Lincoln Heights,CA,"Monday through Friday, 8:00am to 4:00pm. ","Service/Intake (323) 225-9339,  FAX (323) 226-0994,  Service/Intake (213) 485-4739",http://www.laparks.org/dos/senior/senior.htm,,,70723,"The center provides a variety of services for adults 50 years and older who live in Boyle Heights, El Sereno, Highland Park and Lincoln Heights. The community room has a capacity of 200. This facility provides social services forms, transportation passes, and referral services.",90031,http://egis3.lacounty.gov/lms/?p=70723,publish,34.07259241,-118.21468484,2016/02/04 15:30:32+00,,,6496655.54889114,1848867.5978169
